NAME,STATE_NAME,FIPS,HR60,HR70,HR80,HR90,UE60,UE70,UE80,UE90,DV60,DV70,DV80,DV90,MA60,MA70,MA80,MA90,DNL60,DNL70,DNL80,DNL90,MFIL60,MFIL70,MFIL80,MFIL90,FP60,FP70,FP80,FP90,BLK60,BLK70,BLK80,BLK90,GI60,GI70,GI80,GI90,FH60,FH70,FH80,FH90
Polk,Minnesota,27119,0.9212684023,1.9360147137,0.0,3.0771124377,6.3,5.8,8.8757006264,7.1197628991,1.2008646225,1.3446454298,3.1908349992,5.4545454545,30.2,30.5,30.3,34.8,2.8889356109,2.8394473423,2.8669763568,2.8028912313,8.432070938,8.9459841248,9.7719541626,10.253193268,27.6,13.1,9.9423793922,10.84153774,0.013819026,0.0435603311,0.1836758122,0.224629208,0.2809419816,0.3611654196,0.3670100843,0.3574160217,12.601024474,7.1,8.3945316913,10.243788092
Pennington,Minnesota,27113,2.6735108545,0.0,2.1846463058,0.0,9.1,8.3,12.314725031,9.5661846496,1.2814645309,1.3350020859,3.0270844397,6.0019743337,30.5,28.9,29.2,34.1,2.9979805481,3.0600195573,3.2068563319,3.0717498248,8.423102268,8.9855704989,9.7854357308,10.214678611,29.8,9.0,8.05,12.925364598,0.0080205326,0.0150761345,0.078647267,0.0826694724,0.2647464009,0.3618571728,0.35765857,0.3708183711,11.554968637,7.1,10.775,10.980840721
Douglas,Washington,53017,0.0,5.9569905284,4.5158959538,5.0880875151,6.4,7.9,9.3740930638,8.2586125531,2.419032387,2.7263714475,5.5119062009,8.0314801735,27.2,29.1,30.4,33.5,2.0914679011,2.2157425116,2.5003247558,2.6667841152,8.7122664321,9.1540874304,9.869620483,10.327283617,13.9,8.8,8.5079565149,9.3135935397,0.120886501,0.0953118485,0.0903179191,0.1717229536,0.226980078,0.3345815128,0.3441505742,0.3541612299,5.6543668702,5.7,8.019536789,9.4212651413
McKenzie,North Dakota,38053,13.706140351,0.0,0.0,5.2222048149,5.7,3.1,4.9695415197,7.0108126962,2.0320437671,2.2301516503,4.5837917125,6.5198618307,25.5,28.4,27.4,33.0,0.9811948169,0.8065737979,0.9517188703,0.8448776883,8.3900414058,8.9151636178,9.7474183669,10.260077493,32.0,17.5,11.719605696,15.027157514,0.0822368421,0.0163212012,0.0140213124,0.0469998433,0.3021258817,0.3697605715,0.3637552792,0.3708435339,11.775147929,5.1,5.3121577218,9.5956547978
Jefferson,Washington,53031,0.0,3.1266610387,10.43950308,1.654588173,5.4,6.8,10.414129111,7.2042620172,4.0156162856,5.1349414856,8.2821602897,11.561561562,30.5,33.8,35.0,41.1,1.675256777,1.7760316312,2.1797274372,2.4103421155,8.5974820226,9.0879467238,9.7649149027,10.305847846,20.9,9.2,9.9114297765,9.0138935954,0.1659923229,0.2626395272,0.2505480739,0.4169562196,0.2298551179,0.3262322194,0.3796289766,0.3810168183,8.9787234043,6.0,9.0889919865,10.860725178
Richland,Montana,30083,0.0,3.388566975,2.7226442321,3.110613413,7.8,4.4,4.6831476323,8.287851223,1.6115107914,2.4009256581,4.7220433569,6.5357788685,26.2,27.9,27.1,33.0,1.6198691281,1.5542637777,1.7719136009,1.6373528631,8.403352375,8.9576392684,9.8967146682,10.176030606,28.6,11.8,7.5084278272,12.491536899,0.0,0.0101657009,0.0408396635,0.037327361,0.2895995851,0.3507248885,0.3367993884,0.3644633612,9.4976452119,6.6,5.8228623966,10.223425863
Teton,Montana,30099,0.0,0.0,5.1353155651,0.0,2.2,4.2,4.6886446886,3.5663841808,2.34375,2.3113824684,3.9446929646,6.1215753425,28.1,32.4,33.5,36.5,1.1568921633,0.9806112694,1.0483046902,1.0150112811,8.5692162195,9.01225522,9.6931985267,10.177590342,25.1,10.9,11.43808995,13.844325609,0.0137080192,0.0654022237,0.0,0.0478392601,0.3103903374,0.4067994611,0.3892139066,0.4054615547,7.761027359,4.5,4.9416990561,6.6547831254
McCone,Montana,30055,0.0,0.0,0.0,0.0,3.9,2.3,2.0547945205,4.7186932849,1.8675721562,2.537593985,3.2007759457,3.9637599094,26.5,27.8,29.5,36.0,0.2420658074,0.0978525393,0.0284543051,-0.149343765,8.2725706084,9.0286985841,9.5676651048,10.075337809,37.1,8.0,19.341563786,16.540212443,0.0,0.0,0.0,0.0439367311,0.3389848612,0.3870859891,0.3767432496,0.3687834142,8.9195979899,4.2,4.6639231824,3.4901365706
Shoshone,Idaho,16079,7.9836494859,6.7620110221,3.4675266133,0.0,5.3,5.3,9.0142263628,11.514747542,4.3424657534,4.9377475948,7.1056704657,11.020710059,27.7,27.3,28.8,37.3,2.0796331676,2.022564918,1.9852952365,1.6656129694,8.6637148441,9.0886246133,9.857443614,10.155140812,11.1,6.6,7.9320113314,12.422360248,0.0095803794,0.0101430165,0.0312077395,0.1148517694,0.185961123,0.2961883797,0.3289976462,0.3641257275,7.8101361573,5.4,8.7629839471,12.869565217
Spokane,Washington,53063,2.5149730718,3.4784181546,4.485594902,4.3354254067,7.2,6.9,8.0323802235,7.2744438544,3.5997578591,3.9940250713,7.3135478132,9.9929223319,29.6,28.4,29.4,33.0,5.0646414393,5.0970008426,5.2679921508,5.3224151881,8.7150599595,9.1544047396,9.8744706035,10.366718297,15.7,8.6,8.3907018328,9.768734993,1.0753306291,1.0396991864,1.2593795252,1.4127029809,0.2513403891,0.3467623071,0.356968179,0.3704875478,10.099519759,10.2,12.687751453,15.229158768
Lake,Montana,30047,2.5437525438,2.3076035537,5.247691016,1.5842086086,9.1,6.5,10.006807352,8.8925619835,2.8982349096,2.8757668712,5.6481747629,9.1886988077,30.6,29.8,30.1,34.7,2.1714604404,2.2688912472,2.5793418976,2.6451497063,8.3387839714,8.8226169453,9.5740107904,10.055650544,32.9,18.2,14.207968902,16.579951439,0.1221001221,0.1107649706,0.1049538203,0.0712893874,0.2815114373,0.3734648696,0.3851430851,0.3942638421,9.5458758109,9.7,10.379008746,15.279223032
Clearwater,Minnesota,27029,0.0,0.0,0.0,0.0,7.6,8.9,17.147102526,14.541715629,1.4289967252,2.0502645503,3.8773669973,5.8113686885,31.5,34.6,32.1,36.5,2.18199813,2.0810652228,2.1708101787,2.1225528317,8.0814750401,8.638348313,9.4320428855,9.9791514565,46.1,24.0,18.994413408,17.094774136,0.0,0.0124797205,0.0228284442,0.0240702852,0.3359260962,0.4233546346,0.3777080324,0.3833803,13.706293706,6.2,8.4228620541,10.71744907
Kootenai,Idaho,16055,0.0,3.7737273105,1.6730801405,4.2983021706,10.2,9.6,12.631789938,8.1867671692,3.2522679019,3.6747458952,6.3506630569,9.3791837203,31.0,30.0,30.1,35.0,3.1639435378,3.3424458377,3.8754731316,4.0262662144,8.5659833556,9.0234082026,9.7803590051,10.3093859,21.3,10.1,9.3577644319,8.6454447908,0.0033834078,0.0367938413,0.0652501255,0.1346801347,0.2342692942,0.3430772528,0.3574637199,0.3657498812,9.1524541075,8.8,9.3516362299,10.602421951
Garfield,Montana,30033,0.0,0.0,20.128824477,0.0,3.8,2.3,1.3853904282,0.9791921665,3.355704698,5.5555555556,4.012345679,5.6198347107,27.6,32.0,30.2,35.5,-0.810425293,-0.908465091,-0.997714871,-1.077668671,8.1050055375,8.8034242116,9.5089623845,9.9436693422,46.2,13.1,19.298245614,14.285714286,0.0,0.0,0.0,0.0,0.3934873005,0.3344575842,0.4143099453,0.4013182284,11.233480176,5.6,6.5789473684,4.0816326531
Red Lake,Minnesota,27125,0.0,0.0,0.0,0.0,4.3,9.3,16.473551637,11.408379606,0.55387714,0.9829280911,2.5690741638,5.0144092219,27.8,27.0,29.7,35.5,2.6023466911,2.5235039493,2.5369409665,2.3480217704,8.3052368295,8.7056624788,9.5515869078,10.132255259,33.6,21.2,16.738197425,10.930828352,0.0,0.0,0.0,0.0,0.3037892043,0.4153797356,0.3789361708,0.3394687549,13.046757164,7.8,7.1530758226,6.7463706234
Grant,Washington,53025,2.8688024901,3.9795293013,6.1827624583,6.6961296371,6.4,5.3,8.8945844606,7.8014477766,2.8357174365,3.1544671325,5.4959185955,7.9887078401,23.5,25.2,28.8,31.9,2.8527677073,2.7508828831,2.9037663713,3.0184508688,8.6741969402,9.0455836464,9.7682404031,10.166044106,15.8,14.5,11.351060559,15.994851297,1.7901327538,1.566342733,1.1108363217,1.0939040871,0.2386691123,0.3577907738,0.3593629235,0.3914370135,5.4066210867,8.7,8.4767906548,11.984282908
Lincoln,Washington,53043,3.0527826114,3.4823791614,3.4707760655,0.0,2.5,4.4,5.654158215,4.1887592789,1.7402269861,2.6589912281,4.3336058872,6.6528066528,32.1,36.3,35.4,39.3,1.5549899692,1.4233277482,1.425105329,1.3442312598,8.7053311335,9.1280451292,9.8476047953,10.265035604,14.8,7.2,6.7480258435,8.7806748466,0.0732667827,0.0104471375,0.0416493128,0.1692238267,0.2697577046,0.3367643123,0.3707208448,0.3682298294,6.8031933356,4.7,4.3431442929,6.25
Lewis and Clark,Montana,30049,5.9511057154,4.0062898751,2.3234740584,2.8073130505,5.0,4.9,5.0888940199,5.4545454545,3.6916281027,3.9118313295,6.7701432267,10.495943321,30.1,27.9,28.9,34.1,2.0865365655,2.2591044562,2.5204624403,2.6190668777,8.7735393836,9.2354231523,9.9386133545,10.380932179,12.3,6.5,6.2027367663,9.1015716631,0.2535171035,0.207325501,0.1324380213,0.1452784504,0.240083864,0.3245982289,0.3255696762,0.3524294978,10.411480451,9.0,11.487216421,13.495973102
Kitsap,Washington,53035,0.7919913831,2.9489246255,2.7182776992,5.9733693141,6.5,7.2,7.5852216094,6.4466806528,3.5860104447,3.5993780112,7.0317501514,8.8431673851,30.6,28.7,29.3,31.8,5.3668555121,5.5562875716,5.9261753836,6.1719483472,8.7171909332,9.2627430508,9.9737596055,10.501994329,15.7,7.4,6.3362849925,7.4839573245,1.4766679339,1.4262965439,1.8375557247,2.6917056253,0.2410699454,0.3156536531,0.3381093087,0.3470929574,9.4996509192,8.1,9.7608900911,11.430652337
Itasca,Minnesota,27061,0.0,1.8763486256,2.321855627,2.4472016249,12.5,12.4,14.634847614,11.770168311,1.617001617,2.0090681676,4.5295732468,7.3807026744,26.9,29.1,29.8,35.9,2.6696201615,2.6022535295,2.7839136071,2.7299083865,8.4220030044,8.9853200606,9.8341910635,10.212882192,26.6,12.8,8.5138924293,12.095997197,0.0552544335,0.0197016606,0.0673338132,0.0954408634,0.2581263823,0.3316140591,0.3360513224,0.3715954299,8.4161117782,6.4,8.080550599,10.405535605
Sheridan,North Dakota,38083,0.0,0.0,11.824524063,0.0,1.9,2.7,3.1382527566,7.4646074646,0.8997429306,0.8785942492,2.5846702317,2.8184892897,27.6,35.2,37.6,43.0,1.4812367925,1.184162088,1.0470387923,0.7931424337,7.7769544033,8.7449660111,9.4381131917,9.8982739855,60.7,23.9,19.239904988,18.575851393,0.0,0.0,0.0,0.0,0.3683918356,0.4721637711,0.3933593439,0.3486397927,8.155699722,5.7,4.3942992874,2.4767801858
Wells,North Dakota,38103,0.0,0.0,4.7762334623,0.0,3.3,5.3,3.9170506912,3.9142974866,0.8017267962,0.8483563097,2.0014825797,4.3941411451,29.4,32.8,37.0,42.1,1.9616224199,1.7985365555,1.6896597449,1.5287133091,8.2252353241,8.8887567478,9.6056878019,10.03161688,38.7,12.4,14.293059126,15.117647059,0.0324780773,0.0254874474,0.0,0.034106412,0.3156165777,0.3646245895,0.3935617432,0.3940835079,8.9960886571,4.9,6.0154241645,7.1764705882
McLean,North Dakota,38055,0.0,5.9253992238,5.3837249993,0.0,7.7,6.2,6.432501058,5.9074573226,0.9253547193,1.2940330697,3.4250893045,4.2424242424,27.0,31.7,30.8,37.3,1.9160676677,1.6953267872,1.7911459128,1.6003941076,8.2342996357,8.8667226672,9.7616359283,10.173476521,38.9,18.1,9.742206235,13.855213024,0.0071275837,0.0088880988,0.016151175,0.0286889165,0.3236156761,0.3749306755,0.345761374,0.3679660218,8.9475280558,6.6,4.2865707434,7.3086248701
Eddy,North Dakota,38027,0.0,0.0,0.0,0.0,9.4,5.0,9.6460791117,5.3642914331,1.578024547,1.6563146998,3.3404406539,4.8951048951,28.3,33.8,36.7,40.5,2.0506855667,1.8658486935,1.7234646466,1.5408517655,8.3442673563,8.81135423,9.6569474234,10.115934094,36.2,20.5,8.6781029263,7.4812967581,0.0,0.0243724104,0.0281373101,0.0,0.3066632892,0.3668178182,0.3400770648,0.3229928366,10.854700855,4.6,4.2381432896,7.1072319202
Dunn,North Dakota,38025,0.0,0.0,7.2040919242,0.0,3.3,2.7,2.8898854011,3.7459283388,0.9161041466,1.6120066704,2.8540065862,5.5259653795,21.5,25.3,29.0,35.1,1.1593156537,0.8990751168,0.8421171532,0.6894088584,8.0799277708,8.7951279124,9.5659847851,10.066711234,45.7,20.0,16.085578447,22.846781505,0.0157480315,0.0612870276,0.0216122758,0.0,0.3305841006,0.4306278421,0.3824291658,0.4003998305,10.621387283,4.1,6.3391442155,7.1622846782
Fergus,Montana,30027,0.0,2.6431950942,2.5491995513,0.0,3.1,4.9,5.6738826816,5.529110216,2.421506259,3.0017528484,5.5577929923,7.4917127072,30.2,32.5,32.8,38.0,1.1953073619,1.0895345928,1.1028810995,1.0240864613,8.51559191,9.0238903046,9.6354120097,10.161921025,24.2,11.3,14.175035868,10.964373464,0.0856042231,0.1903100468,0.0611807892,0.0827609037,0.2710193253,0.3638165138,0.3876992683,0.3640554128,9.4412907081,7.9,9.7847919656,8.6916461916
Dawson,Montana,30021,0.0,0.0,2.82366229,0.0,4.1,3.1,4.0840140023,3.6439013746,1.6149381781,1.6137428423,4.1891891892,6.5638148668,23.8,25.7,27.5,35.5,1.6478468713,1.5591656378,1.6039468744,1.3875365842,8.6222736679,9.1196495067,9.8843557002,10.252946524,18.7,7.4,6.8441064639,10.31507877,0.0162416761,0.0177478037,0.0423549343,0.0,0.2510889531,0.3178763433,0.3100348826,0.3453330271,8.4050981743,6.8,5.3231939163,10.465116279
King,Washington,53033,3.3511084683,5.6640005612,6.3529616221,4.9978361139,5.5,8.1,5.3755558886,4.1455189483,3.886840077,4.6241671378,8.0485907246,9.6549124407,30.6,28.5,30.8,33.7,6.0839701493,6.3004485991,6.3913919506,6.5637985396,8.8655939989,9.3827799289,10.139863173,10.70447966,10.4,5.0,4.9815578082,5.0247900117,2.9737522647,3.5016461541,4.4063826788,5.0612378667,0.2502509391,0.3174388523,0.3460380012,0.3354867193,10.452659581,9.8,12.742440558,14.08957929
Cascade,Montana,30013,3.6321701308,4.0747803693,1.6522917286,4.7195513852,6.2,6.5,7.7532493163,6.3988886918,3.6474646156,3.7194696441,6.6440633761,9.3294460641,25.7,25.1,28.7,32.7,3.3174671452,3.4256241502,3.397881778,3.3602286628,8.7048339097,9.09963225,9.8502449911,10.236417809,14.2,8.4,8.0542227605,10.418525999,0.7041869841,1.3043371962,1.2156736393,1.3656665508,0.2338939828,0.3407267713,0.3543008452,0.3724870782,8.7497896685,8.5,10.774677412,12.579266288
Griggs,North Dakota,38039,0.0,0.0,0.0,0.0,5.0,5.0,1.540436457,4.6448087432,1.1369788847,1.4845605701,2.2280471822,4.0310077519,31.4,37.7,37.9,41.0,1.9565176737,1.7737580357,1.6572794153,1.5394363663,8.3546742619,8.8650291867,9.6709247793,10.02787098,30.8,12.5,10.471698113,11.276595745,0.0,0.0,0.0,0.0,0.2982333274,0.3512479616,0.3460942978,0.3330074223,11.624072547,3.2,5.3773584906,6.0638297872
Steele,North Dakota,38091,0.0,0.0,0.0,0.0,2.3,4.6,2.3481781377,6.3157894737,1.1872638964,1.3736263736,1.6881028939,3.95421436,29.5,32.6,35.1,39.8,1.8940872217,1.6639794467,1.4709085668,1.2228832677,8.339500903,9.0159057473,9.8080773677,10.261546538,28.2,8.2,9.7395243488,9.2067988669,0.2966730239,1.0936249667,0.0643915003,0.0,0.2822294455,0.3841020062,0.3793208167,0.3338883073,10.327022375,7.2,3.8505096263,1.9830028329
Traill,North Dakota,38097,0.0,0.0,0.0,7.6173065204,6.1,4.8,5.4462934947,5.5434782609,1.0633036597,1.166180758,2.0188425303,4.0528369859,31.6,35.5,33.1,35.7,2.5089097147,2.4083984678,2.4133402017,2.31789827,8.3668353098,8.8717859692,9.8110981032,10.216873921,27.4,9.1,6.5573770492,8.4087968952,0.0094491165,0.0522411451,0.0623441397,0.1371115174,0.2575747413,0.3448711742,0.3530473336,0.3488347362,12.423547401,5.5,6.3231850117,7.3307460112
Mason,Washington,53045,0.0,3.1870478376,3.206772704,1.7387826782,7.0,7.9,8.7910302242,6.977960892,3.1964255027,4.5060446941,8.0025354568,9.9150865096,32.2,31.1,32.5,36.9,2.8268952737,3.0793508606,3.4796860128,3.6861966369,8.6427680143,9.1350778875,9.8604756619,10.32315138,17.4,8.6,8.1422283994,9.5604086606,0.0307673374,0.4541543169,0.4040533607,0.8659137738,0.2430406015,0.3421067149,0.3577271922,0.3619876357,7.5961093099,6.1,9.0919620107,9.1573718249
Missoula,Montana,30063,5.9706393808,2.2884735309,6.1390584438,2.5417159124,7.8,7.6,10.657498926,7.2205143586,2.5070170962,2.7655591951,6.66235226,9.1246613373,26.2,24.3,27.5,31.6,2.8390292069,3.1048510321,3.3822633698,3.41065906,8.6602540343,9.1107410068,9.8986257531,10.320848293,16.4,8.7,7.5050604661,12.435284256,0.1209054475,0.1338757016,0.1828562408,0.2351087219,0.2395561735,0.3447052622,0.3586316815,0.3834907554,9.0293040293,8.1,11.968651061,15.009121838
Petroleum,Montana,30069,0.0,0.0,0.0,0.0,1.9,0.0,1.0273972603,1.7730496454,3.5714285714,4.9469964664,2.7237354086,6.3636363636,32.4,35.0,30.0,35.8,-0.615850513,-0.896843597,-0.925106718,-1.158987531,8.5974820226,8.8950815318,9.4154828722,9.9299347226,17.8,15.0,25.641025641,24.223602484,0.0,0.0,0.1526717557,0.0,0.209739748,0.3152783671,0.4979000396,0.4386172763,10.36036036,7.2,5.1282051282,8.6956521739
Powell,Montana,30077,9.5210892126,0.0,0.0,20.140986908,3.9,4.7,11.063526053,5.6729264476,6.7510548523,7.3255813953,8.9038785835,14.022485946,31.9,30.7,30.9,35.9,1.0977557576,1.0476794196,1.0943242835,1.0459453159,8.5911868713,9.0409745263,9.7549295379,10.098848723,18.4,7.7,8.7132140796,12.565104167,0.2285061411,0.03003003,0.1724633515,0.332326284,0.2223631374,0.3551079345,0.3416953146,0.3682240816,7.7495350279,8.1,6.9821119446,9.4401041667
Kittitas,Washington,53037,0.0,0.0,1.3399257681,3.7418147802,8.2,10.1,9.5330201713,7.084766969,2.8087675548,2.4180493727,5.6070062412,7.2568003688,29.3,23.5,27.7,30.2,2.1772466473,2.3801613639,2.377432359,2.4541261469,8.5519810169,9.0506409932,9.7551035468,10.258886683,22.5,10.9,9.8366067008,11.369307548,0.1758929008,0.2835576501,0.5587490453,0.5650140318,0.2754031044,0.3637279408,0.3690918398,0.3732111852,8.9215686275,7.4,9.341475491,11.244541485
Foster,North Dakota,38031,0.0,0.0,0.0,0.0,7.5,3.4,4.0938592112,2.9249448124,0.8469791078,1.3455657492,2.5205158265,3.6863270777,26.0,27.7,31.9,37.6,2.117655487,2.0137654228,1.9744194047,1.8356932549,8.3487745398,8.9906907099,9.6683979302,10.093529232,29.5,12.1,9.1202582728,13.602941176,0.0,0.0206953642,0.0216872696,0.0,0.2577976997,0.4111385289,0.4234233936,0.3655499413,8.8766692852,7.2,8.9588377724,8.3639705882
Mercer,North Dakota,38057,0.0,0.0,0.0,0.0,7.7,3.6,5.2445907808,6.815715216,0.7493755204,0.901306895,3.6833424959,5.3077357425,28.0,32.0,28.4,32.4,1.8765156928,1.7793669392,2.1977883262,2.2387987919,8.2065836143,8.81135423,9.9380338963,10.53646001,40.4,17.7,8.0601619745,7.658643326,0.0,0.032388664,0.1063377286,0.1223491028,0.3326341587,0.3788595404,0.3332868842,0.3258524949,8.3087802004,3.3,3.5865792518,5.5433989788
Grays Harbor,Washington,53027,1.224027663,1.6791765318,3.5186134652,7.2717828853,8.1,9.7,10.735263631,9.3409656916,3.8317092976,4.5802928083,7.9580652847,10.966787241,32.4,30.4,30.9,35.4,3.3504550515,3.4397634303,3.5429616591,3.5106957804,8.6609471551,9.1291303166,9.925004396,10.249096493,17.2,9.5,7.9971141573,12.933988122,0.0716056183,0.0604503551,0.1161142444,0.1854304636,0.2535148428,0.3380634706,0.3552371285,0.3799088299,9.8813098813,8.7,10.305788335,13.887619918
Norman,Minnesota,27107,0.0,0.0,0.0,0.0,5.9,5.9,6.4878182316,5.5489614243,1.5162283819,1.6584607411,2.155291517,4.7495120364,34.8,37.6,36.2,39.0,2.5428023937,2.4255524071,2.3697214341,2.2083584296,8.2112113618,8.6657855955,9.6598861593,10.181611592,37.4,17.4,11.720301947,10.68595427,0.0,0.0099920064,0.0,0.0501567398,0.3033138159,0.3818915264,0.3799846151,0.353259175,13.212079616,7.0,5.6019070322,6.8595426972
Mahnomen,Minnesota,27087,0.0,5.9122620315,6.022282445,6.6085117632,10.7,4.9,12.626506024,9.4462540717,1.0889292196,1.5376984127,3.0185004869,6.4102564103,25.5,27.7,30.2,35.0,2.4215121356,2.3040050435,2.2925184971,2.2048267553,8.0513409333,8.7400166915,9.4606320552,9.9235842542,47.9,26.4,18.379160637,20.601503759,0.0473111497,0.0709471444,0.0180668473,0.0198255353,0.3594612813,0.4224051282,0.3645544649,0.3935294124,11.478873239,5.7,6.6570188133,11.203007519
Mineral,Montana,30061,0.0,0.0,9.0702947846,0.0,9.2,13.9,15.558343789,7.5646980756,4.2950513539,3.8535645472,6.86482661,12.529550827,25.4,26.3,28.7,35.4,0.9103813253,0.8840245035,1.1059863491,0.9996887355,8.6583454712,9.046762058,9.7560310831,10.100163918,12.7,7.9,10.468594217,14.415437003,0.0,0.0676132522,0.0,0.0904977376,0.186163752,0.301822964,0.3135169131,0.3490741766,6.8119891008,8.2,8.3748753739,10.10215664
Cass,Minnesota,27021,0.0,5.7726721699,3.1670625495,6.1187340339,11.8,8.4,13.276874744,11.537132988,1.9109338651,3.1331193642,4.9987626825,7.509596929,34.3,37.1,36.0,38.3,2.1244589274,2.1598884181,2.3373388383,2.3795387917,8.0130121104,8.6702575671,9.4480966357,9.9997972327,49.7,21.9,15.931499741,16.057312253,0.1255980861,0.0981354269,0.0665083135,0.1789729705,0.3608711607,0.4128980132,0.3754444432,0.3912306498,11.401597676,7.2,8.7182148417,9.2391304348
Aroostook,Maine,23003,2.5142052597,1.0629477667,2.5548097944,1.1502714641,6.4,5.8,10.841168853,8.0902424664,1.7670120414,1.8496742412,4.3679995271,6.4119775858,22.7,23.8,28.0,33.3,2.7440365968,2.6241181367,2.6092086817,2.5672675388,8.3170334765,8.8434707816,9.5413692489,10.179337399,31.0,16.4,13.261829653,11.036817605,1.2143611404,0.8078403027,0.9000229933,1.0720530045,0.2789640055,0.3530070305,0.3497635167,0.3628287665,8.8882257652,7.9,10.347003155,11.438848921
Judith Basin,Montana,30045,0.0,0.0,0.0,0.0,1.6,2.8,4.3177892919,2.5617566331,3.6842105263,4.5235803657,4.1108986616,6.6739606127,30.5,34.3,32.8,38.2,0.4952798805,0.3496824684,0.3467363733,0.1991672979,8.5814816813,8.8741680904,9.5967585672,10.168003347,21.8,10.5,14.624505929,9.7597597598,0.0324149109,0.0749906262,0.0,0.0,0.2974862923,0.3429298226,0.3985843195,0.3831187556,8.2446808511,3.3,7.5098814229,4.5045045045
Hubbard,Minnesota,27057,6.6920966339,6.2994110051,0.0,2.2312961599,9.8,8.9,14.48939583,9.6381832179,1.6457461646,2.1510883483,3.8019951063,6.9343711304,32.9,35.5,33.3,37.7,2.3692003189,2.4296714044,2.7126001876,2.7845347509,8.1077200619,8.7056624788,9.5021140623,10.091086824,44.5,20.9,15.706673433,12.701002097,0.010038145,0.0094491165,0.0567456377,0.0267755539,0.3189528017,0.3952766571,0.3802382753,0.3650454568,10.693069307,7.1,8.1451408272,7.3409461664
Benewah,Idaho,16009,0.0,0.0,4.0199388969,8.3994792323,9.8,12.1,21.513353116,12.654232425,3.7669732808,3.9139784946,7.3956008926,9.9606815203,30.7,30.0,29.3,34.6,2.03599873,2.0676335219,2.3587650124,2.3251381289,8.4631593029,9.006999448,9.8654741103,10.125990899,25.4,7.9,7.7262693157,11.962365591,0.1988071571,0.1605136437,0.0482392668,0.0755953131,0.247637006,0.3390677652,0.3376658336,0.3544790091,8.7012987013,3.9,7.2406181015,8.5125448029
